post_id,user_id,post_text,hashtags,post_time,post_type,follower_count,likes,comments,shares,engagement_score,is_trending,day_of_week
post_174,user_1208,Become reduce early respond power since blue though today purpose.,"#about,#read,#impact,#process,#government",2025-04-07 07:53:08,image,114842,272,85,939,282.6,0,Monday
post_175,user_1138,Positive reason red church similar guy bag offer case.,"#or,#create,#enter",2025-04-23 09:25:32,video,556989,3574,893,791,2491.4,1,Wednesday
post_176,user_260,North east benefit top yes.,"#performance,#better,#director,#represent,#care",2025-04-19 10:40:56,image,313433,4567,116,495,2824.5,1,Saturday
post_177,user_456,Series trip exist four prevent single program daughter despite.,"#research,#product",2025-04-21 12:10:59,link,672429,743,832,964,791.8,0,Monday
post_178,user_1574,Trade focus ability continue voice knowledge fine sport wish break.,"#sit,#both,#reality,#hard",2025-04-10 10:51:51,link,688212,4784,61,471,2935.8,1,Thursday
post_179,user_114,Four follow true official help do evidence sure.,"#institution,#able",2025-04-07 10:28:29,image,803758,2758,775,649,1952.2,1,Monday
post_180,user_354,Full which human relationship various detail.,"#reduce,#morning,#wear",2025-04-28 20:52:44,image,321618,451,416,266,422.0,0,Monday
post_181,user_476,Owner money spring course reveal animal.,"#executive,#perform,#turn",2025-04-30 07:06:43,text,908507,927,707,291,797.4,0,Wednesday
post_182,user_1928,Leave century small design vote affect we answer only watch exactly well price blue.,"#degree,#production,#example,#beautiful,#which",2025-04-19 18:15:56,link,952132,1419,445,324,1017.3,1,Saturday
post_183,user_1657,Culture wall ball mother establish window reflect soldier during meeting deal must large authority.,"#majority,#home,#suggest,#head,#question",2025-04-03 07:02:33,video,654688,1182,979,887,1091.6,1,Thursday
post_184,user_1894,Figure green simply find.,"#without,#explain,#always",2025-04-07 14:31:26,image,563244,3013,587,294,2013.3,1,Monday
post_185,user_1747,Do tell their worker Republican skin senior art.,"#perhaps,#nothing,#me,#sea,#nothing",2025-04-13 13:40:21,video,406337,3319,72,945,2107.5,1,Sunday
post_186,user_1121,Bank window young area more measure wrong.,"#money,#lot,#perhaps",2025-05-01 03:09:17,link,878321,1283,147,4,814.3,0,Thursday
post_187,user_1401,Service relate tough let threat sometimes accept civil popular forget edge physical second issue chance least education those why team behavior realize leave.,"#make,#traditional,#hear,#over,#because",2025-04-21 01:56:58,image,495857,2044,508,604,1439.2,1,Monday
post_188,user_842,Whom decade affect.,"#imagine,#too,#popular,#be,#hour",2025-04-22 14:36:16,video,152320,3342,93,437,2076.8,1,Tuesday
post_189,user_1159,Make similar among receive time century it another during party front represent how if director away again compare industry end only tell.,"#onto,#may,#around,#article",2025-04-05 11:11:53,link,45498,211,67,856,232.3,0,Saturday
post_190,user_764,Education Democrat head field include memory political dark positive provide enjoy since happy call than decision.,"#degree,#appear,#card,#decade",2025-05-01 08:56:35,text,110819,4105,378,509,2627.3,1,Thursday
post_191,user_1124,Exactly hit executive hour whom.,"#talk,#institution,#reflect,#stock",2025-04-28 20:18:23,link,249939,2081,267,956,1424.3,1,Monday
post_192,user_996,Happen game economic might yard budget environmental remain especially bad voice all way.,#without,2025-04-29 12:01:09,link,600106,4998,234,153,3084.3,1,Tuesday
post_193,user_1149,Us eye should also begin.,"#effort,#family,#shake",2025-04-14 10:47:07,video,331856,2094,43,416,1310.9,1,Monday
post_194,user_1385,Blood alone medical form claim very art official live full score environmental every.,"#knowledge,#raise,#unit,#yard,#system",2025-04-03 11:19:48,image,481092,2481,243,310,1592.5,1,Thursday
post_195,user_627,Prevent news surface make bill happy.,"#test,#decade,#who",2025-04-29 09:31:46,image,799532,4026,768,179,2663.9,1,Tuesday
post_196,user_705,Dark within describe bar nation happen some old form economic according wind safe make but impact hard year serve central yourself.,"#fight,#really,#toward",2025-04-26 21:38:40,image,580638,1967,653,460,1422.1,1,Saturday
post_197,user_259,During time about apply.,"#open,#his,#growth,#hope",2025-04-22 20:09:28,image,703502,3133,731,632,2162.3,1,Tuesday
post_198,user_131,Full too benefit interest draw.,"#threat,#performance,#often,#choose",2025-04-20 12:06:56,image,144087,3243,859,154,2218.9,1,Sunday
post_199,user_595,Rate language traditional try image size assume like above size across tell energy remain like at our so.,#capital,2025-04-21 08:41:15,video,110066,2019,66,807,1311.9,1,Monday
post_200,user_1003,Long address join beyond west dinner participant offer four why citizen nature over condition bill call today born theory.,"#do,#across,#wrong",2025-04-29 06:53:29,text,460818,1544,243,931,1092.4,1,Tuesday
post_201,user_130,Always response single campaign democratic thought why likely image south few word consider must director.,"#part,#focus,#ok,#knowledge,#now",2025-04-28 14:03:11,link,165626,2123,768,982,1602.4,1,Monday
post_202,user_810,Travel upon past left section window soon meet teacher share approach consumer song dream magazine.,"#yes,#room",2025-04-30 02:08:54,image,524183,146,854,137,357.5,0,Wednesday
post_203,user_1268,Full explain however little difficult bring attention doctor ago interview public even job while source us bed record structure.,"#near,#early,#level,#most,#level",2025-04-01 19:57:04,text,261520,4815,634,578,3137.0,1,Tuesday
post_204,user_1473,Paper artist impact meeting community bag save common up generation.,"#own,#present",2025-04-07 04:59:21,link,450956,1330,652,272,1020.8,1,Monday
post_205,user_1048,Us value newspaper social reflect.,"#hold,#foot,#develop,#arm",2025-04-16 16:16:47,video,225645,1637,750,920,1299.2,1,Wednesday
post_206,user_793,Woman successful church mean movement do cause against information reduce woman result us entire half build exactly maybe kind.,#material,2025-04-27 22:51:57,link,529258,4330,490,100,2755.0,1,Sunday
post_207,user_321,These dinner so decide production wonder management blue world common score would training discuss.,"#civil,#level,#question,#area,#account",2025-04-19 10:16:12,image,661679,3059,346,504,1989.6,1,Saturday
post_208,user_1866,Particularly close resource think market describe hundred them necessary present.,"#itself,#thousand,#side",2025-04-09 21:03:14,video,194307,4162,21,50,2508.5,1,Wednesday
post_209,user_669,Car positive campaign give per force money visit personal language father nation.,"#room,#fire",2025-04-07 22:10:52,image,326328,1243,698,723,1027.5,1,Monday
post_210,user_1605,Market yet responsibility player trial leg range help meet per far here recently side explain exactly high.,"#term,#usually",2025-04-15 05:13:11,image,760495,2741,518,66,1806.6,1,Tuesday
post_211,user_781,From various court house face final production sport financial response make decide dog role him.,"#process,#nothing,#opportunity,#prove,#brother",2025-04-10 01:05:37,text,279789,903,953,912,918.9,0,Thursday
post_212,user_320,Son music two such.,#message,2025-04-17 09:10:06,image,130381,331,661,258,422.7,0,Thursday
post_213,user_1161,Education attorney run animal true.,"#usually,#appear,#performance,#but,#offer",2025-04-06 18:01:26,link,194072,2626,699,113,1796.6,1,Sunday
post_214,user_698,Improve movement behind himself cut partner area office Congress page fly.,"#simple,#opportunity,#visit,#use,#inside",2025-04-08 14:36:08,image,527899,2265,142,973,1498.9,1,Tuesday
post_215,user_577,Card worry recently however thus fish important ok fire although speech across prepare.,#produce,2025-04-21 21:43:02,link,392547,407,617,659,495.2,0,Monday
post_216,user_1219,Involve beautiful authority likely west our budget after man great choose right wrong local.,#hear,2025-04-19 20:09:19,link,978374,4932,863,82,3226.3,1,Saturday
post_217,user_504,Remain tell civil suddenly every boy role everyone foot left experience meeting.,"#suddenly,#foreign",2025-04-06 04:02:25,image,820777,1882,44,539,1196.3,1,Sunday
post_218,user_196,Fine most avoid thousand three yeah outside.,"#easy,#recent,#allow,#right,#huge",2025-04-08 11:34:30,link,813063,461,241,496,398.5,0,Tuesday
post_219,user_1036,Year off mission five.,#we,2025-04-21 19:24:44,image,346361,4944,881,29,3233.6,1,Monday
post_220,user_858,Agreement deal candidate agreement thank management cause go blue have shoulder your look he deep over blue.,"#window,#type",2025-04-13 10:51:38,image,162474,4462,887,61,2949.4,1,Sunday
post_221,user_74,Work hotel visit law information only important director allow.,#activity,2025-04-11 14:43:11,video,903088,3918,835,889,2690.2,1,Friday
post_222,user_1365,Store recognize research.,"#walk,#able,#rule,#game",2025-04-18 00:18:18,image,519983,2323,561,976,1659.7,1,Friday
post_223,user_522,No government talk expect on professor heavy along apply.,"#upon,#agree,#relate,#vote,#board",2025-04-13 04:36:56,image,468517,4195,634,564,2763.6,1,Sunday
post_224,user_1617,Discover recognize tell others address beat senior national return get force lose.,"#group,#standard,#peace,#job",2025-04-14 05:29:43,image,291357,1854,637,416,1345.1,1,Monday
post_225,user_1542,Likely entire training age until various break actually reduce this direction new involve thought scientist government science sit trouble decision ahead lead.,"#bar,#evening,#sport,#popular,#attack",2025-04-12 02:07:57,link,331363,3109,732,315,2116.5,1,Saturday
post_226,user_466,Fire never deal director ok sense face race scientist not describe fear.,"#watch,#allow,#voice,#activity,#first",2025-04-26 16:33:59,text,77036,4181,935,449,2834.0,1,Saturday
post_227,user_132,Board yet hold when present.,#necessary,2025-04-24 20:51:03,link,873074,2326,759,235,1646.8,1,Thursday
post_228,user_594,To popular five concern thought few reveal store agreement skin sound single them have off care either listen star food.,"#fish,#where,#unit,#run",2025-04-08 13:29:46,image,455748,3067,251,242,1939.7,1,Tuesday
post_229,user_877,Fire range teacher return party war.,"#serve,#art",2025-04-20 06:04:21,image,742593,4593,551,202,2941.3,1,Sunday
post_230,user_1380,Citizen quite miss by woman director pay federal talk all story.,"#commercial,#end",2025-04-10 04:17:09,video,838976,793,351,364,617.5,0,Thursday
post_231,user_470,Night heavy charge officer individual affect trip above money score onto more though.,#oil,2025-04-20 16:29:49,video,415336,1086,86,360,713.4,0,Sunday
post_232,user_1322,Win art alone common standard east new reduce common political together life example move Congress day.,"#almost,#better,#science",2025-04-10 05:03:13,video,644790,3295,695,55,2191.0,1,Thursday
post_233,user_208,City surface show other event carry onto your girl state choose garden.,"#when,#describe",2025-04-12 22:50:08,video,26907,4638,821,563,3085.4,1,Saturday
post_234,user_1332,Hit worry fast can throw argue bed safe war role would coach.,"#north,#who,#sign",2025-04-27 03:09:18,link,55739,610,578,279,567.3,0,Sunday
post_235,user_230,Pull amount Mrs might western stuff worry even serve color board certain.,#hospital,2025-04-07 12:26:46,text,122273,3484,404,860,2297.6,1,Monday
post_236,user_1528,Back safe seem become ten movie get any network government every its sort.,#word,2025-04-24 05:30:32,text,30210,1285,444,169,921.1,0,Thursday
post_237,user_1829,Often ten either event management family official improve your stay learn stuff.,"#executive,#score,#tough,#condition,#among",2025-04-04 11:44:36,link,853664,3951,284,675,2523.3,1,Friday
post_238,user_951,Your meeting mission responsibility rich turn part practice.,"#thought,#take,#audience",2025-04-14 03:31:22,text,538607,1617,601,963,1246.8,1,Monday
post_239,user_1931,Animal sense foreign should pull hour everybody what investment although senior others know economic possible.,"#at,#street,#spend,#head",2025-04-18 05:18:57,link,799141,4149,355,71,2603.0,1,Friday
post_240,user_326,Left memory nothing stay find tough town ago left free within month compare describe check pass before probably situation grow eat member enough door none bag.,"#condition,#way,#four",2025-04-21 00:11:15,text,228014,2268,886,438,1670.4,1,Monday
post_241,user_916,People look carry baby miss ask today tonight enough sign task movement and should create key close than seem wrong follow quite consider write.,"#different,#sister,#manage,#need,#whose",2025-04-01 16:20:42,image,879851,4401,849,392,2934.5,1,Tuesday
post_242,user_1008,New remember part commercial with range writer Democrat life issue whom.,"#full,#fast,#responsibility",2025-04-03 21:52:12,image,333245,1437,966,282,1180.2,1,Thursday
post_243,user_438,Magazine direction interest scene attack list hit white week hotel word.,"#bed,#loss",2025-04-26 09:10:54,video,878899,2692,103,236,1669.7,1,Saturday
post_244,user_1924,Beautiful onto give.,"#build,#discussion",2025-04-29 12:19:41,link,459113,3187,958,732,2272.8,1,Tuesday
